JGI Portal Name	Strain	T3PKS hits	NCBI taxid	Superkingdom	Phylum	Class	Order	Family	Genus	Species	Reference (Pubmed IDs)
Aspbrevi1	Aspergillus brevistipitatus v1.0	1	1309686	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus brevistipitatus	NA
Aspbru1	Aspergillus brunneoviolaceus CBS 621.78 v1.0	1	1191711	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus brunneoviolaceus	30349117
Aspca3	Aspergillus carbonarius ITEM 5010 v3	0	602072	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus carbonarius	28196534
Aspca4	Aspergillus carbonarius ITEM 5010 v4.0	0	602072	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus carbonarius	NA
Aspcae1	Aspergillus caelatus CBS 763.97 v1.0	5	61420	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus caelatus	32107379
Aspcal1	Aspergillus calidoustus	1	454130	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus calidoustus	26966204
Aspcali1	Aspergillus calidoustus CBS 113228 v1.0	1	454130	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus calidoustus	NA
Aspcalif1	Aspergillus californicus CBS 123895 v1.0	0	1810905	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus californicus	NA
Aspcam1	Aspergillus campestris IBT 28561 v1.0	0	1392248	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus campestris	29317534
Aspcand1	Aspergillus candidus CBS 102.13 v1.0	0	41067	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus candidus	29317534
Aspcanin1	Aspergillus caninus CBS 128032 v1.0	0	743110	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus caninus	NA
Aspcap1	Aspergillus capensis CBS 138188 v1.0	1	1507544	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus capensis	NA
Aspcar1	Aspergillus carlsbadensis CBS 123894 v1.0	1	1810906	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus carlsbadensis	NA
Aspcer1	Aspergillus cervinus CBS 196.64 v1.0	1	41749	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus cervinus	NA
Aspchev1	Aspergillus chevalieri CBS 522.65 v1.0	0	182096	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus chevalieri	NA
Aspchr1	Aspergillus chrysellus CBS 472.65 v1.0	1	36636	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus chrysellus	NA
Aspcl1	Aspergillus clavatus NRRL 1 from AspGD	0	344612	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatus	22080559
Aspcla1	Aspergillus clavatonanicus v1.0	0	41054	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatonanicus	NA
Aspcle1	Aspergillus cleistominutus CBS 200.75 v1.0	0	210209	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus cleistominutus	NA
Aspcon1	Aspergillus conjunctus CBS 476.65 v1.0	2	41746	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus conjunctus	NA
Aspcor1	Aspergillus coremiiformis CBS 553.77 v1.0	1	138285	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus coremiiformis	32107379
Aspcorea1	Aspergillus coreanus CBS 117059 v1.0	0	151553	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus coreanus	NA
Aspcos1	Aspergillus costaricaensis CBS 115574 v1.0	1	319631	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus costaricensis	30349117
Aspcost1	Aspergillus costiformis CBS 101749 v1.0	0	1032661	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus costiformis	NA
Aspcre1	Aspergillus cretensis CBS 112802 v1.0	0	306091	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus cretensis	NA
Aspcreb1	Aspergillus creber IBT 32277 v1.0	0	1220201	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus creber	NA
Aspcri1	Aspergillus cristatus GZAAS20.1005	0	573508	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus cristatus	27267057
Aspcris1	Penicillium sp. DTU1 v1.0	1	5081	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium sp.	NA
Aspcru1	Aspergillus crustosus CBS 478.65 v1.0	0	41757	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus crustosus	NA
Aspcu1	Aspergillus cumulatus DTO 311-F5 v1.0	0	1469429	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus cumulatus	NA
Aspden1	Aspergillus dentatus CBS 114.63 v1.0	0	286160	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nidulans	NA
Aspdese1	Aspergillus desertorum CBS 653.73 v1.0	0	1810909	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus desertorum	NA
Aspdim1	Aspergillus dimorphicus CBS 649.79 v1.0	1	36641	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus dimorphicus	NA
Aspdro1	Aspergillus dromiae CBS 140633 v1.0	0	2663347	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus dromiae	NA
Aspdur1	Aspergillus duricaulis CBS 481.65 v1.0	0	75552	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus duricaulis	NA
Aspegy1	Aspergillus egyptiacus CBS 656.73 v1.0	0	41743	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus egyptiacus	NA
Aspele1	Aspergillus elegans CBS 116.39 v1.0	1	93033	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus elegans	NA
Aspell1	Aspergillus ellipticus CBS 707.79 v1.0	0	41066	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ellipticus	30349117
Aspeuc1	Aspergillus eucalypticola CBS 122712 v1.0	1	1340029	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus eucalypticola	30349117
Aspfalc1	Aspergillus falconensis CBS 271.91 v1.0	0	1810910	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus falconensis	NA
Aspfer1	Aspergillus ferenczii CBS 121594 v1.0	2	454254	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ferenczii	NA
Aspfij1	Aspergillus fijiensis CBS 313.89 v1.0	1	1191702	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fijiensis	30349117
Aspfili1	Aspergillus filifera CBS 114510 v1.0	0	447248	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus filifer	NA
Aspfl1	Aspergillus flavus NRRL3357	3	332952	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus	22080559
Aspfl2_3	Aspergillus flavus NRRL3357 v1.0	3	332952	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus	NA
Aspfla1	Aspergillus flavipes CBS 22552 v1.0	1	41900	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavipes	NA
Aspflo1	Aspergillus floccosus CBS 116.37 v1.0	0	658358	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus floccosus	NA
Aspfloc1	Aspergillus flocculosus v1.0	0	306089	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flocculosus	NA
Aspflor1	Aspergillus floridensis DTO 198-A8 v1.0	2	1072270	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus floridensis	NA
Aspfo1	Aspergillus luchuensis CBS 106.47 v1.0	2	1137211	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luchuensis	28196534
Aspfove1	Aspergillus foveolata CBS 279.81 v1.0	0	210207	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus foveolatus	NA
Aspfre1	Aspergillus frequens CBS 586.65 v1.0	1	1458900	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus frequens	NA
Aspfru1	Aspergillus fructiculosus v1.0	0	1250369	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fruticulosus	NA
Aspfu_A1163_1	Aspergillus fumigatus A1163	0	451804	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus	18404212
Aspfu1	Aspergillus fumigatus Af293 from AspGD	0	330879	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus	16372009
Aspfumig1	Aspergillus fumigatiaffinis CBS 117186 v1.0	0	340414	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatiaffinis	NA
Aspfumis1	Aspergillus fumisynnematus IBT 28474 v1.0	0	286432	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumisynnematus	NA
Aspfuni1	Aspergillus funiculosus CBS 116.56 v1.0	0	176168	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus funiculosus	NA
Aspgal1	Aspergillus galapagensis CBS 117522 v1.0	1	1907209	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus galapagensis	NA
Aspger1	Aspergillus germanicus CBS 123887 v1.0	1	1506149	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus germanicus	NA
Aspgig1	Aspergillus giganteus CBS 515.65 v1.0	0	5060	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus giganteus	NA
Aspgl1	Aspergillus glaucus v1.0	0	1160497	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus glaucus	28196534
Aspgra1	Aspergillus granulosus CBS 588.65 v1.0	0	176169	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus granulosus	NA
Asphai1	Aspergillus haitiensis CBS 468.91 v1.0	1	1810914	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus haitiensis	NA
Asphet1	Aspergillus heteromorphus CBS 117.55 v1.0	0	51019	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus heteromorphus	30349117
Asphethal1	Aspergillus heterothallicus CBS 489.65 v1.0	0	41742	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus heterothallicus	NA
Asphir1	Aspergillus hiratsukae CBS 294.93 v1.0	2	1194566	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus hiratsukae	NA
Asphom1	Aspergillus homomorphus CBS 101889 v1.0	1	319626	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus homomorphus	30349117
Aspibe1	Aspergillus ibericus CBS 121593 v1.0	0	301854	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ibericus	30349117
Aspign1	Aspergillus igneus CBS 466.65 v1.0	0	5052	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	NA
Aspiiz1	Aspergillus iizukae CBS 541.69 v1.0	1	41901	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus iizukae	NA
Aspimp1	Aspergillus implicatus CBS 484.95 v1.0	1	657434	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus implicatus	NA
Aspind1	Aspergillus indologenus CBS 114.80 v1.0	1	1232676	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus indologenus	30349117
Aspind2_1	Aspergillus indicus v2.0	0	138288	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terricola	NA
Aspins1	Aspergillus insuetus CBS 107.25 v1.0	1	469274	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus insuetus	NA
Aspinso1	Aspergillus insolitus CBS 384.61 v1.0	0	1131488	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus insolitus	NA
Aspjap1	Aspergillus japonicus CBS 114.51 v1.0	1	34381	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus japonicus	30349117
Aspka1_1	Aspergillus kawachii IFO 4308	1	1033177	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luchuensis	22045919
Aspkar1	Aspergillus karnatakaensis CBS 102800 v1.0	0	1810916	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus karnatakaensis	NA
Aspkev1	Aspergillus keveii CBS 209.92 v1.0	1	714993	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus keveii	NA
Asplac1	Aspergillus niger (lacticoffeatus) CBS 101883 v1.0	1	1450533	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger	30349117
Asplaci1	Aspergillus laciniosus CBS 117721 v1.0	0	388753	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus laciniosus	NA
Asplen1	Aspergillus lentulus CBS 117885 v1.0	0	293939	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus lentulus	NA
Asplep1	Aspergillus leporis CBS 151.66 v1.0	4	41062	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus leporis	32107379
Asplon1	Aspergillus longivesica v1.0	0	41055	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus longivesica	NA
Aspluc1	Aspergillus lucknowensis CBS 449.75 v1.0	0	176173	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus lucknowensis	NA
Asplup1	Aspergillus luppii CBS 653.74 v1.0	2	41903	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luppiae	NA
Aspman1	Aspergillus mangaliensis DTO 316-C1 v1.0	1	1546150	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus templicola	NA
Aspmeg1	Aspergillus megasporus DTO 048-I3 v1.0	0	5052	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus megasporus 	NA
Aspmic1	Aspergillus microcysticus CBS 120.58 v1.0	0	176174	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus microcysticus	NA
Aspmin1	Aspergillus minisclerotigenes CBS 117635 v1.0	3	656917	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus minisclerotigenes	32107379
Aspmir1	Aspergillus miraensis CBS 140625 v1.0	0	1810918	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus miraensis	NA
Aspmot1	Aspergillus mottae CBS 130016 v1.0	4	1034302	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus mottae	NA
Aspmul1_1	Aspergillus multicolor v1.0	0	41759	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus multicolor	NA
Aspmult1	Aspergillus multiplicatus CBS 646958 v1.0	1	1806848	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus multiplicatus	NA
Aspmuri1	Aspergillus muricatus v1.0	1	469875	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus muricatus	NA
Aspnaka1	Aspergillus nakazawae v1.0	1	1883082	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nakazawae	NA
Aspnav1_1	Aspergillus navahoensis v1.0	0	91484	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus navahoensis	NA
Aspne1	Aspergillus neoechinulatus CBS120.55 v1.0	0	2184044	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sp. JGI-2018a	NA
Aspneo1	Aspergillus neoniger CBS 115656 v1.0	1	1196635	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus neoniger	30349117
Aspneoa1	Aspergillus neoauricomus CBS112787 v1.0	2	1883083	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus neoauricomus	NA
Aspneoc1	Aspergillus neoconicus CBS 233.90 v1.0	0	2663349	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sp. CBS 233.90	NA
Aspneoca1	Aspergillus neocaesiellus DTO 356-D2 v1.0	0	5052	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus neocaesiellus 	NA
Aspneof1	Aspergillus neoflavipes CBS 260.73 v1.0	1	1588043	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus neoflavipes	NA
Aspneog1_1	Aspergillus neoglaber CBS 111.55 v1.0	1	41049	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus neoglaber	NA
Aspneoi1	Aspergillus neoindicus CBS 444.75 v1.0	1	1641034	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus neoindicus	NA
Aspneow1	Aspergillus neowarcupii IBT 29024 v1.0	1	2601843	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sp. JGI-2019a	NA
Aspni_bvT_1	Aspergillus niger van Tieghem ATCC 13496 v1.0	1	1353008	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger	30349117
Aspni_DSM_1	Aspergillus niger CBS 513.88	1	425011	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger	17259976
Aspni_NRRL3_1	Aspergillus niger NRRL3	1	1451139	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger	30349117;30425410
Aspni7	Aspergillus niger ATCC 1015 v4.0	1	380704	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger	21543515
Aspnid1	Aspergillus nidulans	0	162425	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nidulans	22080559;16372000
Aspnis1	Aspergillus nishimurae IFM 54133 v1.0	1	1220166	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nishimurae	NA
Aspnom1	Aspergillus nomius IBT 12657 v1.0	5	41061	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nomiae	32107379
Aspnom13137_1	Aspergillus nomius NRRL 13137	4	1509407	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nomiae	26216546
Aspnov1	Aspergillus novofumigatus IBT 16806 v1.0	0	1392255	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus novofumigatus	29317534
Aspnovo1	Aspergillus novoparasiticus CBS 126849 v1.0	4	986946	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus novoparasiticus	32107379
Aspnut1	Aspergillus nutans CBS 121.56 v1.0	0	41752	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nutans	NA
Aspoc2036_1	Aspergillus ochraceus MUT 2036 v1.0	1	40380	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ochraceus	NA
Aspoc7043_1	Aspergillus ochraceus ITEM 7043 v1.0	1	40380	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ochraceus	NA
Aspoch1	Aspergillus ochraceoroseus IBT 24754 v1.0	0	1392256	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ochraceoroseus	29317534
Aspoch1432_1	Aspergillus ochraceoroseus SRRC1432	0	138278	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ochraceoroseus	26637470
Aspoer1	Aspergillus oerlinghausenensis CBS 139183 v1.0	0	1774284	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus oerlinghausenensis	NA
Aspoli1_1	Aspergillus olivicola v1.0	0	1250372	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus olivicola	NA
Aspor1	Aspergillus oryzae RIB40	4	510516	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus oryzae	22080559;16372010
Asposti1	Aspergillus ostianus v1.0	1	138279	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ostianus	NA
Asppal1_1	Aspergillus paleaceus CBS 498.65 v1.0	0	5052	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	NA
Asppap1	Aspergillus papuensis CBS 841.96 v1.0	1	1825619	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus papuensis	NA
Asppar1	Aspergillus parasiticus CBS 117618 v1.0	3	5067	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus parasiticus	32107379
Aspparac1	Aspergillus paraconicus DTO 356 C9 v1.0	0	5052	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus paraconicus	NA
Asppari1	Aspergillus parvisclerotigenus CBS 121.62 v1.0	4	5059	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus	32107379
Aspparv1	Aspergillus parvulus CBS 136.61 v1.0	0	41750	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus parvulus	NA
Asppdef1	Aspergillus pseudodeflectus v1.0	1	176178	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudodeflectus	NA
Asppeni1	Aspergillus penicilloides CBS 540.65 v1.0	0	41959	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides	NA
Aspper1	Aspergillus persii CBS 112795 v1.0	1	306094	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus persii	NA
Asppern1	Aspergillus pernambucoensis CBS 137449 v1.0	0	1226384	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pernambucoensis	NA
Asppet1	Aspergillus petrakii CBS 105.57 v1.0	1	138280	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus petrakii	NA
Aspph1	Aspergillus niger (phoenicis Corda) Thom ATCC 13157 v1.0	1	1353007	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus phoenicis	30349117
Asppha1	Aspergillus phaeropenicillioides DTO 356-D6 v1.0	0	5052	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus phaeropenicillioides	NA
Asppip1	Aspergillus piperis CBS 112811 v1.0	1	319630	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus piperis	30349117
